205,93.131,-5525.40,-11.852,1.4205E-02,1,135.58,2.05E-02,465,3.47E+06,205
206,83.927,-5640.50,-9.6453,1.1121E-05,2,139.39,1.94E-02,470,3.39E+06,206
207,95.453,-5448.80,-12.384,1.5643E-02,1,160.15,2.92E+00,492,4.47E+06,207
208,60.164,-5621.70,-5.53,1.8629E-17,6,157.48,2.99E-02,512.74,3.38E+06,208
209,96.344,-7856.30,-11.058,7.3080E-06,2,175.3,4.61E-03,593,3.46E+06,209
210,69.459,-5250.00,-7.1125,7.9289E-17,6,183.45,4.36E+01,463.2,4.20E+06,210
211,71.87,-6885.70,-7.0944,1.4903E-17,6,187.35,1.34E-01,554.5,3.48E+06,211
212,95.984,-5401.70,-11.829,1.8092E-05,2,139.05,4.12E-01,442,4.17E+06,212
213,92.684,-7080.80,-10.695,8.1366E-06,2,146.58,1.52E-04,572.1,3.49E+06,213
214,134.63,-10682.00,-16.511,8.4427E-06,2,299.15,2.57E+02,686,3.99E+06,214
215,125.1,-10288.00,-15.157,1.0918E-05,2,280.15,4.56E+01,614,3.81E+06,215
216,54.179,-7477.20,-4.22,3.5225E-18,6,269.15,1.62E+01,617,3.77E+06,216
217,55.368,-5149.80,-5.0136,3.2220E-06,2,130.73,2.25E-04,532.7,3.76E+06,217
218,52.732,-5286.90,-4.4509,1.0883E-17,6,146.62,3.98E-03,542,4.13E+06,218
219,52.601,-5120.30,-4.4554,1.3288E-17,6,115,2.12E-06,526,4.13E+06,219
220,79.788,-5420.00,-9.0702,1.1489E-05,2,182.55,2.58E+01,483,3.96E+06,220
221,78.586,-5176.30,-8.7501,9.1727E-06,2,160,7.85E+00,437.8,4.43E+06,221
222,72.698,-6143.60,-7.5779,5.6476E-06,2,186.48,1.39E+00,535.5,4.12E+06,222
223,79.07,-6114.10,-8.631,6.5333E-06,2,167.23,2.25E-01,533,4.26E+06,223
224,77.184,-5606.10,-8.392,7.8468E-06,2,174.15,6.88E+00,487.2,5.98E+06,224
225,57.984,-5339.60,-5.2362,2.0767E-17,6,150,2.13E-02,497,3.42E+06,225
226,80.503,-7421.80,-8.379,1.8114E-17,6,189.15,6.99E-02,574.6,3.27E+06,226
227,57.612,-5197.90,-5.1269,2.1702E-17,6,256.15,7.28E+03,488,5.48E+06,227
228,53.867,-4701.00,-4.7052,2.8791E-17,6,127.93,3.32E-03,464.48,3.76E+06,228
229,45.242,-5324.40,-3.2551,3.0363E-18,6,180.15,2.95E-01,553.4,3.79E+06,229
230,52.82,-5437.70,-4.442,9.5103E-18,6,171.64,1.80E-01,553.1,4.02E+06,230
231,54.15,-4337.70,-4.8127,4.5000E-17,6,150.18,3.15E+00,469.95,7.23E+06,231
232,107.36,-8085.30,-12.72,8.3307E-06,2,224.95,1.91E+01,566,3.67E+06,232
233,105.7,-12458.00,-11.234,4.4629E-18,6,240,4.19E-04,694,2.55E+06,233
234,53.579,-5041.20,-4.6404,1.9443E-17,6,119.55,2.07E-05,497.7,3.04E+06,234
235,61.907,-6188.90,-5.706,1.1767E-17,6,176,6.33E-02,546.49,3.04E+06,235
236,108.43,-5039.90,-15.012,2.2725E-02,1,113.54,1.21E-02,407.8,3.63E+06,236
237,172.27,-11589.00,-22.113,1.3703E-05,2,298.97,5.88E+03,506.2,3.96E+06,237
238,78.01,-4634.10,-8.9575,1.3413E-05,2,132.81,6.45E-01,417.9,4.00E+06,238
239,70.717,-6439.70,-6.9845,2.0129E-17,6,185.65,6.34E-01,530.6,4.03E+06,239
240,67.942,-5419.10,-6.8067,4.7778E-17,6,133.97,2.90E-03,476.25,3.80E+06,240
241,83.711,-6786.90,-9.2526,6.6666E-06,2,160.17,4.26E-03,565,3.97E+06,241
242,37.205,-2590.30,-2.5993,6.0508E-06,2,116.34,1.43E+01,352.5,4.70E+06,242
243,56.485,-6954.20,-4.7889,2.7753E-18,6,249.95,9.23E+00,654,3.34E+06,243
244,57.1511,-5201.70,-5.1429,1.6529E-17,6,164.55,4.93E-01,497.1,3.29E+06,244
245,51.085,-4271.00,-4.307,3.0530E-17,6,151.15,3.37E+00,437,4.58E+06,245
246,62.964,-8137.50,-5.6317,2.2675E-18,6,353.43,9.91E+02,748.4,4.07E+06,246
247,29.755,-271.06,-2.6081,5.2700E-04,2,24.56,4.38E+04,44.4,2.67E+06,247
248,75.632,-7202.30,-7.6464,1.8250E-17,6,183.63,3.18E-02,593,5.16E+06,248
249,58.282,-1084.10,-8.3144,4.4127E-02,1,63.15,1.25E+04,126.2,3.39E+06,249
250,68.149,-2257.90,-8.9118,2.3233E-02,1,66.46,1.86E-01,234,4.50E+06,250
251,57.278,-6089.00,-4.9821,1.2154E-17,6,244.6,1.47E+02,588.15,6.31E+06,251
252,96.512,-4045.00,-12.277,2.8860E-05,2,182.3,8.69E+04,309.57,7.28E+06,252
253,72.974,-2650.00,-8.261,9.7000E-15,6,109.5,2.20E+04,180.15,6.52E+06,253
254,182.54,-17897.00,-22.498,7.4008E-06,2,305.04,1.59E-02,758,1.21E+06,254
255,337.71,-18506.00,-50.224,4.7345E-02,1,255.15,3.42E-01,658,2.74E+06,255
256,109.35,-9030.40,-12.882,7.8544E-06,2,219.66,4.31E-01,594.6,2.31E+06,256
257,137.6,-14948.00,-15.618,5.5660E-18,6,285.55,4.71E-02,710.7,2.50E+06,257
258,162.854,-15205.00,-19.424,1.0722E-17,6,268.15,8.55E-02,670.9,2.52E+06,258
259,146.46,-13813.00,-17.158,8.6279E-40,14,238.15,4.32E-03,649.5,2.55E+06,259
260,63.313,-7040.40,-5.8055,7.5753E-18,6,191.91,2.04E-02,593.1,2.43E+06,260
261,106.2,-10982.00,-11.696,8.8955E-18,6,253.05,1.47E-01,681,2.33E+06,261
262,114.77,-9430.80,-13.631,8.1918E-06,2,223.15,4.50E-01,598.05,2.62E+06,262
263,157.68,-16093.00,-18.954,5.9272E-06,2,301.31,3.39E-02,747,1.26E+06,263
264,83.601,-8865.80,-8.5711,7.9446E-18,6,246,1.46E+00,638.9,2.95E+06,264
265,96.084,-7900.20,-11.003,7.1802E-06,2,216.38,2.11E+00,568.7,2.47E+06,265
266,140.16,-14813.00,-16.004,6.4239E-18,6,289.65,1.83E-01,694.26,2.76E+06,266
267,144.111,-13667.00,-16.826,9.3666E-18,6,257.65,9.60E-02,652.3,2.78E+06,267
268,133.41,-12630.00,-15.369,2.9939E-41,14,241.55,4.04E-02,629.8,2.75E+06,268
269,63.775,-7711.30,-5.7359,3.0902E-18,6,252.85,4.68E+00,632.7,2.65E+06,269
270,72.382,-8054.80,-7.0002,5.8276E-18,6,255.55,7.84E+00,627.7,2.71E+06,270
271,74.936,-7155.90,-7.5843,1.7106E-17,6,171.45,2.98E-03,566.9,2.66E+06,271
272,78.368,-8855.40,-7.8202,5.6629E-18,6,223.95,3.05E-02,667.3,2.52E+06,272
273,64.612,-6802.50,-6.0261,1.1013E-17,6,193.55,1.04E-01,574,2.88E+06,273
274,122.04,-16050.00,-12.986,2.0871E-18,6,462.65,2.15E+03,804,7.06E+06,274
275,51.245,-1200.20,-6.4361,2.8405E-02,1,54.36,1.48E+02,154.58,5.02E+06,275
276,40.067,-2204.80,-2.9351,7.7520E-16,6,80.15,7.35E-01,261,5.57E+06,276
277,135.57,-13478.00,-16.022,5.6136E-06,2,283.07,1.29E-01,708,1.47E+06,277
